"Demographic data (total population, age groups and race/ethnicity) by census tract were extracted from the 2018 American Community Survey.",,,,,,,,,,,,,,,
Census Tract , DRAFT CES 4.0 Score,DRAFT CES 4.0 Percentile,"DRAFT CES 4.0 
Percentile Range",2018 Total Population,"California 
County",Children < 10 years (%) ,Pop 10-64 years (%),Elderly > 65 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Pacific Islander (%),Other/Multiple (%)
6075017601,37.41,72.85,70-75%,9244,San Francisco,5.0,83.8,11.2,13.6,24.7,12.5,0.0,42.9,0.4,5.8
6037190100,37.40,72.84,70-75%,4603,Los Angeles,4.6,86.7,8.7,16.1,61.7,7.1,0.4,9.9,0.0,4.8
6037554101,37.40,72.82,70-75%,3655,Los Angeles,19.6,72.3,8.2,73.4,7.8,8.1,0.0,8.6,0.4,1.8
6095251200,37.39,72.81,70-75%,3635,Solano ,13.4,74.4,12.2,48.8,19.3,13.6,0.0,13.3,0.8,4.1
6037203710,37.39,72.80,70-75%,3161,Los Angeles,17.8,73.0,9.1,97.3,1.2,0.8,0.0,0.7,0.0,0.0
6073015902,37.38,72.79,70-75%,5252,San Diego,17.7,74.7,7.6,28.6,55.0,7.2,0.8,4.8,0.6,2.9
6013306004,37.36,72.77,70-75%,3891,Contra Costa,12.5,74.2,13.2,32.3,36.0,24.5,0.0,1.4,0.0,5.8
6065045302,37.35,72.76,70-75%,4221,Riverside ,9.1,75.2,15.7,89.1,7.8,0.0,0.0,2.5,0.0,0.5
6071000808,37.35,72.75,70-75%,5962,San Bernardino,13.5,73.3,13.3,44.0,43.8,1.5,0.0,6.6,0.0,4.1
6029003112,37.34,72.74,70-75%,5035,Kern ,11.3,76.2,12.5,54.4,26.7,10.7,0.6,4.4,0.0,3.3
6071000205,37.33,72.72,70-75%,5288,San Bernardino,12.2,71.4,16.3,65.8,17.9,2.6,0.2,8.3,0.2,5.1
6095252401,37.32,72.71,70-75%,4768,Solano ,11.4,78.5,10.2,49.7,20.7,15.9,0.0,11.0,0.2,2.5
6037535902,37.32,72.70,70-75%,7262,Los Angeles,13.7,74.9,11.4,95.7,2.8,0.0,0.0,0.5,0.9,0.2
6037191420,37.32,72.69,70-75%,3423,Los Angeles,8.3,83.8,7.9,66.5,17.2,0.6,0.0,13.7,0.0,2.0
6059088501,37.30,72.67,70-75%,6948,Orange ,15.6,74.4,10.0,53.4,13.8,0.6,0.0,30.5,0.3,1.5
6071002902,37.29,72.66,70-75%,6290,San Bernardino,10.0,80.4,9.6,77.7,10.6,10.0,0.0,1.1,0.0,0.6
6077003312,37.28,72.65,70-75%,2980,San Joaquin,20.8,72.2,6.9,47.8,8.4,23.1,0.3,14.5,1.5,4.4
6037221210,37.28,72.64,70-75%,3230,Los Angeles,11.7,74.7,13.6,78.5,3.7,7.4,0.0,9.4,0.0,0.9
6025011000,37.26,72.62,70-75%,14064,Imperial ,22.1,68.3,9.5,74.5,19.3,1.6,0.3,2.9,0.0,1.3
6059075514,37.26,72.61,70-75%,4062,Orange ,14.4,78.2,7.4,71.3,11.7,3.3,0.0,12.9,0.0,0.8
6085512310,37.26,72.60,70-75%,4998,Santa Clara,15.9,77.1,7.1,43.8,34.8,2.3,0.0,16.7,0.0,2.4
6013366001,37.25,72.59,70-75%,4540,Contra Costa,12.8,78.2,8.9,62.7,6.6,10.7,0.4,14.2,0.0,5.5
6001400800,37.25,72.57,70-75%,3792,Alameda ,8.7,80.8,10.5,9.0,44.2,26.5,0.2,13.8,0.0,6.3
6037310701,37.25,72.56,70-75%,2326,Los Angeles,9.6,60.3,30.1,12.5,73.9,0.5,0.0,7.7,0.0,5.5
6065040605,37.24,72.55,70-75%,3107,Riverside ,16.4,78.0,5.7,86.6,11.0,0.3,0.0,0.2,1.3,0.7
6037550800,37.23,72.53,70-75%,7668,Los Angeles,12.3,77.2,10.5,79.6,13.5,1.0,0.0,5.1,0.0,0.8
6059088903,37.21,72.52,70-75%,8988,Orange ,10.1,75.0,14.9,26.5,9.8,0.0,0.0,62.1,0.6,1.0
6037406901,37.21,72.51,70-75%,4763,Los Angeles,16.5,68.7,14.8,77.9,3.6,3.9,0.0,13.9,0.0,0.6
6099001200,37.21,72.50,70-75%,3832,Stanislaus ,14.7,73.4,11.9,21.9,66.6,2.7,0.0,4.0,0.3,4.5
6029006404,37.20,72.48,70-75%,3160,Kern ,20.2,73.7,6.1,97.2,2.8,0.0,0.0,0.0,0.0,0.0
6067004401,37.20,72.47,70-75%,3757,Sacramento ,10.8,71.4,17.8,35.2,19.4,20.7,0.0,19.7,0.0,5.0
6037550601,37.19,72.46,70-75%,5880,Los Angeles,14.5,77.1,8.4,77.5,14.9,1.2,0.0,5.4,0.0,0.9
6001436800,37.19,72.45,70-75%,4335,Alameda ,13.4,77.7,8.9,46.2,14.4,14.6,0.6,19.5,2.2,2.5
6073002502,37.17,72.43,70-75%,6538,San Diego,12.0,77.6,10.5,47.0,27.3,12.5,0.0,10.3,0.4,2.5
6001433300,37.17,72.42,70-75%,7743,Alameda ,10.2,73.6,16.2,24.4,25.8,3.6,0.3,43.4,0.4,2.0
6059074902,37.15,72.41,70-75%,6668,Orange ,21.8,74.0,4.3,96.9,2.1,0.0,0.0,1.0,0.0,0.0
6001437300,37.15,72.40,70-75%,3258,Alameda ,13.4,73.7,12.9,32.4,18.1,13.4,0.0,26.4,4.2,5.3
6037119400,37.14,72.38,70-75%,5426,Los Angeles,9.8,79.7,10.5,83.4,7.2,0.2,0.0,8.4,0.0,0.8
6037197600,37.14,72.37,70-75%,2194,Los Angeles,7.6,83.6,8.8,42.8,32.8,0.3,0.7,17.7,0.0,5.7
6037401703,37.14,72.36,70-75%,4284,Los Angeles,7.4,79.9,12.6,45.2,30.3,9.2,0.0,12.7,0.0,2.5
6037320202,37.13,72.35,70-75%,5941,Los Angeles,13.5,74.9,11.6,90.7,6.2,0.4,0.0,2.4,0.1,0.1
6037212900,37.13,72.33,70-75%,4340,Los Angeles,12.9,76.0,11.1,58.3,6.3,6.3,0.4,27.0,0.0,1.8
6013307201,37.13,72.32,70-75%,3785,Contra Costa,15.9,73.0,11.1,53.8,24.9,2.5,0.0,7.3,0.0,11.5
6059074803,37.11,72.31,70-75%,8787,Orange ,11.1,78.0,10.9,71.8,4.3,0.6,0.0,22.0,0.1,1.2
6037554104,37.11,72.30,70-75%,2505,Los Angeles,15.7,75.6,8.7,56.5,11.2,15.9,0.4,15.2,0.0,0.9
6075025702,37.11,72.28,70-75%,4427,San Francisco,8.8,71.1,20.1,27.2,7.8,2.6,0.3,60.0,0.9,1.2
6037603801,37.10,72.27,70-75%,4747,Los Angeles,15.5,75.9,8.6,60.4,8.2,18.2,0.4,7.9,0.6,4.2
6067007501,37.09,72.26,70-75%,6417,Sacramento ,15.2,74.0,10.8,21.8,55.1,11.2,0.2,3.3,1.4,7.1
6037211910,37.09,72.24,70-75%,4403,Los Angeles,13.0,81.5,5.5,56.6,9.4,3.8,0.0,28.5,0.0,1.7
6037235100,37.06,72.23,70-75%,4487,Los Angeles,9.3,73.2,17.5,15.2,9.8,68.0,0.0,4.3,0.0,2.7
6071002103,37.02,72.22,70-75%,5598,San Bernardino,16.7,77.5,5.8,45.2,26.8,11.0,0.0,9.1,1.5,6.3
6083002403,37.01,72.21,70-75%,6792,Santa Barbara,25.1,70.8,4.1,96.2,3.4,0.0,0.0,0.0,0.0,0.4
6083003001,37.01,72.19,70-75%,5820,Santa Barbara,10.7,77.1,12.1,59.6,25.4,4.9,0.0,7.4,0.5,2.3
6111000600,37.00,72.18,70-75%,5976,Ventura ,20.6,69.6,9.8,91.0,6.9,0.6,0.0,0.4,0.0,1.1
6059001303,36.99,72.17,70-75%,5935,Orange ,13.0,75.9,11.2,59.9,23.0,1.3,0.4,13.9,0.0,1.5
6071003403,36.99,72.16,70-75%,3902,San Bernardino,10.8,79.0,10.2,80.8,17.3,0.5,0.5,0.1,0.0,0.8
6047000602,36.98,72.14,70-75%,3956,Merced ,15.6,73.4,11.0,57.4,36.3,2.0,0.0,0.9,0.6,2.9
6071001804,36.97,72.13,70-75%,5367,San Bernardino,10.5,78.8,10.8,60.8,19.3,5.7,0.0,12.8,0.0,1.4
6037910502,36.96,72.12,70-75%,4439,Los Angeles,17.3,74.3,8.4,71.7,6.6,16.6,0.0,4.1,0.0,0.9
6037115401,36.94,72.11,70-75%,6219,Los Angeles,15.1,75.0,9.9,49.8,30.7,5.0,0.0,12.9,0.0,1.7
6067005102,36.94,72.09,70-75%,4753,Sacramento ,13.5,68.8,17.7,30.1,29.3,6.9,0.0,26.1,0.2,7.3
6037575103,36.93,72.08,70-75%,4952,Los Angeles,9.6,85.2,5.2,47.6,19.1,16.9,1.9,9.8,1.8,3.0
6059087505,36.93,72.07,70-75%,4929,Orange ,13.6,78.5,7.9,64.7,16.3,2.0,0.0,12.2,1.0,3.8
6085500100,36.93,72.06,70-75%,8122,Santa Clara,14.3,77.4,8.2,59.1,12.2,2.5,0.0,23.1,0.0,3.1
6111004503,36.92,72.04,70-75%,4918,Ventura ,23.9,69.8,6.3,76.2,9.1,3.0,0.0,9.9,0.0,1.8
6037201200,36.92,72.03,70-75%,2720,Los Angeles,16.1,71.2,12.7,83.1,5.8,0.0,0.0,11.0,0.0,0.2
6037552900,36.91,72.02,70-75%,6833,Los Angeles,11.5,76.3,12.2,59.1,11.2,6.8,0.6,17.7,2.9,1.8
6039000700,36.89,72.01,70-75%,12228,Madera ,14.3,71.0,14.7,61.6,29.1,2.4,0.9,1.8,0.0,4.2
6073005300,36.88,71.99,70-75%,5570,San Diego,1.0,83.7,15.3,26.0,52.9,11.3,0.2,6.2,0.1,3.3
6037554700,36.88,71.98,70-75%,4437,Los Angeles,11.3,74.5,14.2,78.3,5.3,1.4,0.0,14.3,0.4,0.4
6085501102,36.87,71.97,70-75%,4743,Santa Clara,15.3,73.4,11.3,52.6,25.9,2.0,0.0,12.5,0.0,7.0
6065042719,36.86,71.95,70-75%,5649,Riverside ,16.5,70.8,12.7,65.6,32.2,1.7,0.0,0.1,0.0,0.3
6059088402,36.83,71.94,70-75%,4813,Orange ,13.4,74.5,12.0,46.2,21.0,0.2,0.0,31.2,0.0,1.2
6037123800,36.81,71.93,70-75%,6150,Los Angeles,9.1,78.3,12.7,29.5,57.8,7.4,0.3,3.6,0.0,1.4
6023000100,36.80,71.92,70-75%,4099,Humboldt ,10.5,78.7,10.8,12.1,64.6,5.3,4.0,7.1,0.0,6.9
6065042620,36.79,71.90,70-75%,13258,Riverside ,17.8,75.0,7.2,69.5,10.0,11.8,0.0,7.1,0.0,1.5
6071004404,36.79,71.89,70-75%,4823,San Bernardino,16.9,76.5,6.6,84.6,7.7,4.9,0.0,1.6,0.0,1.2
6031000702,36.77,71.88,70-75%,4422,Kings ,13.7,71.0,15.3,41.8,37.9,11.7,0.0,3.6,0.0,5.0
6099000404,36.76,71.87,70-75%,5895,Stanislaus ,15.9,67.4,16.7,29.7,52.7,2.8,0.0,8.4,1.1,5.4
6037106510,36.74,71.85,70-75%,5347,Los Angeles,13.2,77.1,9.7,69.5,13.2,5.5,0.0,8.8,0.0,2.9
6037117510,36.69,71.84,70-75%,4340,Los Angeles,23.4,71.7,4.9,84.1,4.3,3.3,0.0,7.4,0.0,0.9
6101050702,36.68,71.83,70-75%,6158,Sutter ,13.1,72.2,14.7,45.0,39.2,2.7,0.8,9.5,0.1,2.6
6071002901,36.66,71.82,70-75%,4701,San Bernardino,16.8,77.0,6.1,84.6,9.3,4.0,0.0,1.8,0.0,0.4
6099003002,36.66,71.80,70-75%,7434,Stanislaus ,16.5,73.7,9.8,69.5,27.6,0.2,0.0,1.1,0.0,1.6
6095251500,36.65,71.79,70-75%,4111,Solano ,16.0,76.5,7.5,38.0,19.9,29.6,0.0,5.7,0.0,6.8
6071001806,36.65,71.78,70-75%,4555,San Bernardino,9.2,77.8,13.0,60.9,21.9,3.8,0.0,11.4,0.0,2.1
6085503113,36.64,71.77,70-75%,5326,Santa Clara,18.1,75.6,6.3,80.3,8.1,3.4,0.0,7.9,0.0,0.3
6037183520,36.64,71.75,70-75%,3787,Los Angeles,15.6,76.4,8.0,82.7,11.8,0.3,0.0,2.0,0.0,3.3
6071009904,36.63,71.74,70-75%,13711,San Bernardino,28.1,64.0,7.9,61.1,16.0,17.6,0.6,2.3,0.0,2.5
6065042513,36.63,71.73,70-75%,3060,Riverside ,8.3,77.3,14.3,71.6,17.5,8.3,0.0,1.2,0.4,0.9
6037270300,36.62,71.72,70-75%,2543,Los Angeles,10.5,76.7,12.8,34.0,19.0,33.3,0.0,8.7,0.0,5.0
6037543703,36.62,71.70,70-75%,3326,Los Angeles,8.8,73.7,17.4,56.9,8.6,1.6,0.0,22.9,1.7,8.2
6037600601,36.62,71.69,70-75%,2611,Los Angeles,12.9,64.3,22.7,12.8,2.1,79.9,0.0,0.1,0.0,5.1
6067009501,36.62,71.68,70-75%,2772,Sacramento ,17.4,66.1,16.5,59.3,35.0,0.8,0.0,1.6,0.0,3.2
6059074806,36.61,71.66,70-75%,5223,Orange ,18.0,74.8,7.2,93.2,1.1,2.2,0.0,3.5,0.0,0.0
6019006603,36.60,71.65,70-75%,2400,Fresno ,13.5,76.2,10.4,55.2,29.8,8.0,0.2,3.2,0.3,3.3
6073012401,36.60,71.64,70-75%,3651,San Diego,9.6,79.9,10.5,70.7,19.1,0.6,0.0,6.1,0.0,3.5
6099003202,36.58,71.63,70-75%,17596,Stanislaus ,16.9,73.4,9.7,57.0,24.2,6.4,1.8,4.9,2.1,3.8
6001422000,36.57,71.61,70-75%,2071,Alameda ,11.7,79.6,8.7,6.8,67.6,12.2,0.0,5.6,0.0,7.8
6037552800,36.57,71.60,70-75%,6168,Los Angeles,14.7,73.9,11.4,72.4,10.0,1.4,0.0,15.2,0.3,0.6
6097153104,36.56,71.59,70-75%,3890,Sonoma ,19.3,75.3,5.4,66.1,26.6,1.9,0.8,0.6,0.0,4.0
6037543701,36.55,71.58,70-75%,3193,Los Angeles,9.7,77.0,13.2,53.4,5.3,0.0,0.0,31.3,9.7,0.3
6065043822,36.55,71.56,70-75%,3602,Riverside ,12.6,74.6,12.8,43.6,42.8,4.6,1.2,4.0,0.0,3.9
6073016504,36.54,71.55,70-75%,7563,San Diego,13.8,79.4,6.8,43.8,41.6,8.6,0.0,3.1,0.0,3.0
6067006102,36.53,71.54,70-75%,3338,Sacramento ,13.3,68.6,18.2,20.9,56.9,11.4,0.0,6.4,0.0,4.4
6013372000,36.53,71.53,70-75%,7703,Contra Costa,13.3,75.8,10.8,48.6,14.2,7.1,0.0,24.7,0.2,5.3
6077003308,36.53,71.51,70-75%,1738,San Joaquin,8.3,77.8,13.9,43.7,22.3,11.8,0.0,15.8,2.8,3.6
6037502005,36.52,71.50,70-75%,5052,Los Angeles,16.0,71.8,12.2,75.4,16.9,1.1,0.0,1.6,0.0,4.9
6059099803,36.52,71.49,70-75%,5483,Orange ,10.6,69.0,20.3,18.0,18.3,0.0,0.7,61.1,0.0,1.9
6059075515,36.50,71.48,70-75%,20661,Orange ,13.7,79.9,6.4,33.1,26.2,1.2,0.0,35.7,0.6,3.1
6077001101,36.50,71.46,70-75%,5280,San Joaquin,11.9,72.9,15.3,48.6,36.3,3.7,0.0,5.7,0.0,5.7
6037554201,36.49,71.45,70-75%,4671,Los Angeles,13.5,78.1,8.4,69.5,13.8,4.8,0.0,10.0,0.0,1.9
6037481202,36.49,71.44,70-75%,6088,Los Angeles,10.1,73.1,16.7,30.7,9.8,0.3,0.0,59.2,0.0,0.0
6065043310,36.49,71.42,70-75%,3526,Riverside ,21.3,68.5,10.2,50.2,31.4,7.2,0.0,1.6,4.4,5.1
6037302103,36.48,71.41,70-75%,6045,Los Angeles,8.7,73.9,17.4,19.6,63.0,0.7,0.0,15.6,0.0,1.1
6037900606,36.48,71.40,70-75%,3373,Los Angeles,19.2,72.6,8.2,32.8,29.6,32.6,2.1,3.0,0.0,0.0
6037191110,36.47,71.39,70-75%,3476,Los Angeles,3.9,76.6,19.6,24.7,55.8,3.5,0.0,13.6,0.0,2.4
6037503106,36.46,71.37,70-75%,3962,Los Angeles,12.1,76.4,11.5,71.3,15.8,0.2,0.0,6.9,0.0,5.8
6059087806,36.45,71.36,70-75%,6190,Orange ,15.0,73.4,11.6,62.8,15.3,1.7,0.0,15.2,0.0,5.0
6075026403,36.45,71.35,70-75%,3962,San Francisco,7.6,75.5,16.8,23.5,6.8,3.2,0.0,65.5,0.3,0.8
6001433900,36.45,71.34,70-75%,7440,Alameda ,14.0,79.4,6.7,42.3,9.3,28.4,0.1,14.8,1.5,3.7
6073013103,36.44,71.32,70-75%,2695,San Diego,10.6,77.6,11.7,75.8,14.4,3.0,0.0,5.1,0.0,1.7
6001402900,36.44,71.31,70-75%,1427,Alameda ,0.7,72.2,27.1,15.9,21.7,16.2,2.1,38.0,0.0,6.1
6111004400,36.42,71.30,70-75%,8429,Ventura ,14.6,74.6,10.8,60.5,24.9,2.6,0.0,6.5,1.0,4.5
6037502003,36.42,71.29,70-75%,2718,Los Angeles,12.2,78.8,9.0,86.3,9.3,0.7,0.0,1.2,0.0,2.5
6067009010,36.41,71.27,70-75%,5297,Sacramento ,11.5,81.6,6.9,12.1,42.2,14.6,0.0,24.2,1.6,5.3
6073016301,36.39,71.26,70-75%,5290,San Diego,17.4,75.9,6.7,31.9,47.4,9.7,0.5,3.2,0.2,7.1
6037123510,36.39,71.25,70-75%,4913,Los Angeles,9.5,76.6,13.9,48.3,38.1,2.5,1.2,4.7,0.0,5.1
6037481401,36.38,71.24,70-75%,6014,Los Angeles,6.8,79.7,13.6,15.4,4.4,0.0,0.4,78.7,0.0,1.1
6001436200,36.38,71.22,70-75%,4360,Alameda ,20.2,71.2,8.6,60.4,11.8,15.9,0.0,9.6,1.2,1.2
6037554204,36.38,71.21,70-75%,4417,Los Angeles,15.1,69.9,14.9,62.6,11.4,11.6,0.0,10.3,0.0,4.0
6059089104,36.36,71.20,70-75%,6565,Orange ,18.9,74.6,6.5,81.6,2.1,0.5,0.2,15.6,0.0,0.1
6037431200,36.36,71.19,70-75%,6428,Los Angeles,12.1,77.0,10.8,68.8,8.3,10.0,0.0,10.7,0.0,2.2
6037504101,36.36,71.17,70-75%,5097,Los Angeles,10.8,70.8,18.4,66.0,14.8,3.7,0.4,13.9,0.0,1.2
6087110501,36.36,71.16,70-75%,8513,Santa Cruz,19.5,72.6,7.9,75.1,22.3,0.2,0.0,1.4,0.0,1.0
6037135114,36.36,71.15,70-75%,5019,Los Angeles,6.6,80.1,13.3,10.7,52.9,3.5,0.4,30.0,0.0,2.6
6037195903,36.36,71.13,70-75%,2165,Los Angeles,9.0,82.4,8.6,46.3,30.9,1.2,0.2,15.9,0.0,5.4
6037406500,36.36,71.12,70-75%,6376,Los Angeles,10.9,76.3,12.8,60.3,12.5,4.2,0.5,20.8,0.0,1.7
6077003307,36.35,71.11,70-75%,5342,San Joaquin,16.3,69.0,14.7,42.6,23.8,9.8,0.0,20.9,0.0,2.9
6111005003,36.35,71.10,70-75%,7878,Ventura ,15.2,75.9,8.9,82.5,13.1,1.8,0.0,1.1,0.3,1.1
6001434000,36.34,71.08,70-75%,5156,Alameda ,16.9,77.4,5.7,48.7,14.0,16.5,0.3,17.5,0.0,3.1
6053010400,36.33,71.07,70-75%,6686,Monterey ,20.0,71.9,8.1,89.1,8.1,0.5,0.0,1.9,0.0,0.4
6037302003,36.33,71.06,70-75%,3557,Los Angeles,5.9,74.8,19.3,11.1,69.6,1.0,0.0,15.5,0.3,2.5
6037267300,36.33,71.05,70-75%,4788,Los Angeles,6.0,83.3,10.7,15.8,48.8,4.1,0.0,25.1,0.0,6.1
6037551202,36.30,71.03,70-75%,7829,Los Angeles,11.7,78.7,9.6,76.9,12.6,4.4,0.2,5.0,0.0,0.9
6037124102,36.26,71.02,70-75%,3542,Los Angeles,8.2,83.2,8.6,50.6,33.9,6.2,0.0,8.1,0.0,1.3
6037553400,36.26,71.01,70-75%,3629,Los Angeles,13.2,74.6,12.1,76.8,8.3,2.2,0.1,5.3,7.3,0.0
6037113237,36.25,71.00,70-75%,4145,Los Angeles,10.6,67.1,22.3,25.3,48.5,9.2,0.0,12.0,0.0,5.1
6059086901,36.25,70.98,70-75%,8532,Orange ,12.0,72.8,15.2,51.2,17.0,4.0,0.0,26.4,0.0,1.4
6037106405,36.24,70.97,70-75%,4813,Los Angeles,17.3,74.5,8.1,70.8,20.7,5.8,0.0,1.7,0.0,1.0
6065031100,36.24,70.96,70-75%,4915,Riverside ,16.2,69.9,14.0,34.5,47.6,8.9,0.7,0.9,0.0,7.4
6065041412,36.23,70.95,70-75%,5126,Riverside ,9.6,75.5,14.9,60.3,23.3,4.9,0.0,9.6,0.0,2.0
6001406500,36.22,70.93,70-75%,6055,Alameda ,12.3,77.6,10.1,49.1,7.7,14.5,0.0,19.8,3.6,5.4
6053014500,36.22,70.92,70-75%,4542,Monterey ,14.7,68.9,16.3,52.5,35.6,0.9,0.1,8.1,0.0,2.8
6037188300,36.22,70.91,70-75%,3955,Los Angeles,10.6,72.1,17.3,33.0,33.2,0.3,4.6,24.2,0.0,4.7
6037219500,36.21,70.90,70-75%,1777,Los Angeles,9.1,66.2,24.6,18.1,8.8,54.5,0.0,15.6,0.0,3.0
6037183610,36.19,70.88,70-75%,3434,Los Angeles,13.3,77.3,9.4,78.0,10.3,0.8,0.3,7.9,0.4,2.5
6037603703,36.19,70.87,70-75%,2513,Los Angeles,9.9,75.6,14.5,41.5,26.6,2.9,5.3,17.9,0.0,5.8
6013313102,36.19,70.86,70-75%,4310,Contra Costa,12.4,76.1,11.5,34.2,19.4,31.2,0.0,9.1,2.8,3.4
6037201504,36.19,70.84,70-75%,2243,Los Angeles,14.8,72.6,12.6,77.2,11.7,0.8,0.0,6.8,0.0,3.6
6067004300,36.18,70.83,70-75%,9159,Sacramento ,18.9,70.8,10.4,24.8,8.6,22.5,0.0,30.3,6.3,7.7
6059074601,36.15,70.82,70-75%,7710,Orange ,14.6,78.5,6.9,90.6,7.1,0.0,0.1,1.2,0.4,0.7
6037275102,36.15,70.81,70-75%,4109,Los Angeles,11.3,78.6,10.1,63.1,22.1,5.5,0.0,6.2,0.0,3.2
6037481201,36.15,70.79,70-75%,3651,Los Angeles,9.1,77.5,13.4,23.7,8.0,0.0,0.0,67.1,0.0,1.2
6037408504,36.13,70.78,70-75%,5044,Los Angeles,11.8,74.1,14.0,53.4,9.9,0.2,0.0,35.5,0.0,1.0
6073002711,36.12,70.77,70-75%,3443,San Diego,24.7,68.3,7.0,31.3,20.9,18.8,0.0,23.7,0.0,5.3
6067009503,36.11,70.76,70-75%,3130,Sacramento ,8.1,72.8,19.1,47.0,45.2,0.6,0.0,5.3,0.3,1.6
6037503902,36.10,70.74,70-75%,5048,Los Angeles,13.8,72.7,13.5,48.4,33.4,1.0,0.4,13.6,0.3,2.9
6065040404,36.08,70.73,70-75%,3159,Riverside ,13.6,78.2,8.2,57.4,23.7,3.8,0.0,9.5,1.2,4.4
6067009606,36.07,70.72,70-75%,7517,Sacramento ,20.1,66.6,13.3,25.9,20.5,22.8,0.0,18.6,6.1,6.1
6037143604,36.07,70.71,70-75%,3521,Los Angeles,5.9,89.3,4.8,8.6,54.9,6.8,1.7,20.2,0.0,7.8
6001431000,36.06,70.69,70-75%,2912,Alameda ,16.4,73.5,10.1,22.8,32.3,5.6,0.0,33.7,0.0,5.6
6097153300,36.05,70.68,70-75%,13212,Sonoma ,10.6,77.7,11.8,48.0,35.3,2.3,0.7,8.5,0.3,5.0
6013302005,36.04,70.67,70-75%,7062,Contra Costa,15.1,70.4,14.4,39.5,44.0,9.4,1.6,2.3,0.2,3.0
6065040603,36.00,70.66,70-75%,3226,Riverside ,14.2,78.4,7.3,85.6,9.5,0.0,0.0,4.9,0.0,0.0
6073003003,36.00,70.64,70-75%,5755,San Diego,14.3,74.5,11.2,50.5,22.4,17.7,0.9,6.3,0.3,2.0
6019003803,35.96,70.63,70-75%,10005,Fresno ,15.0,74.8,10.1,44.1,22.7,5.3,0.0,23.7,0.0,4.1
6059074701,35.95,70.62,70-75%,8493,Orange ,16.2,76.0,7.8,91.3,2.3,0.0,0.0,5.5,0.0,0.9
6037134002,35.95,70.61,70-75%,3836,Los Angeles,12.7,74.3,13.0,62.6,26.0,1.5,1.1,7.9,0.0,1.0
6077005114,35.94,70.59,70-75%,11080,San Joaquin,18.1,74.8,7.1,35.3,34.0,4.0,1.3,19.1,1.3,5.2
6059074702,35.94,70.58,70-75%,5855,Orange ,13.8,80.2,6.0,92.0,4.0,0.2,0.0,2.9,0.0,0.9
6037550201,35.93,70.57,70-75%,2881,Los Angeles,15.6,73.1,11.3,72.4,12.8,3.8,0.0,7.6,1.6,1.7
6001427600,35.93,70.55,70-75%,5559,Alameda ,14.9,75.5,9.6,13.6,23.8,21.4,0.1,32.9,1.2,7.0
6077003310,35.93,70.54,70-75%,4483,San Joaquin,17.0,67.9,15.1,36.4,19.3,14.0,0.4,24.1,0.0,5.8
6037576903,35.92,70.53,70-75%,3349,Los Angeles,7.7,84.2,8.1,58.0,17.6,14.4,0.0,8.9,0.0,1.1
6059075512,35.89,70.52,70-75%,4011,Orange ,21.8,73.7,4.4,57.0,14.9,8.1,0.0,17.2,0.0,2.8
6037501002,35.89,70.50,70-75%,5159,Los Angeles,11.7,78.2,10.2,82.7,13.0,2.0,0.2,1.5,0.0,0.6
6111003201,35.88,70.49,70-75%,4428,Ventura ,17.7,77.6,4.7,96.7,1.8,0.1,0.5,0.3,0.0,0.6
6037106407,35.87,70.48,70-75%,3272,Los Angeles,16.2,69.2,14.6,74.2,11.7,9.6,0.0,3.7,0.0,0.8
6111002400,35.86,70.47,70-75%,2688,Ventura ,5.2,82.3,12.5,26.9,61.1,2.8,2.3,2.4,0.0,4.6
6037554801,35.86,70.45,70-75%,3053,Los Angeles,12.3,76.6,11.1,77.0,7.5,1.1,0.0,11.2,0.0,3.2
6073018603,35.86,70.44,70-75%,6775,San Diego,22.2,69.2,8.6,62.5,21.0,5.1,0.0,9.4,0.1,1.9
6059011502,35.85,70.43,70-75%,4044,Orange ,14.6,75.6,9.8,44.7,30.3,2.8,0.0,20.9,0.0,1.4
6041112202,35.85,70.42,70-75%,4964,Marin ,17.7,71.8,10.6,69.1,18.9,0.5,0.0,8.7,0.0,2.9
6073004100,35.85,70.40,70-75%,7371,San Diego,13.1,82.2,4.7,54.1,32.5,6.1,1.2,3.3,0.0,2.8
6019006202,35.80,70.39,70-75%,6311,Fresno ,18.1,71.0,10.8,91.2,6.7,0.0,0.0,1.3,0.0,0.9
6037430002,35.80,70.38,70-75%,6711,Los Angeles,11.7,69.7,18.6,42.0,25.5,9.7,0.5,20.8,0.0,1.4
6095251100,35.80,70.37,70-75%,3089,Solano ,10.6,77.7,11.8,41.1,16.4,29.7,0.4,8.5,0.0,3.8
6037187101,35.79,70.35,70-75%,3267,Los Angeles,7.0,72.8,20.2,39.3,38.7,0.8,0.0,20.2,0.0,1.0
6013383000,35.79,70.34,70-75%,4755,Contra Costa,11.1,72.9,16.0,13.4,49.3,10.1,0.1,24.1,0.0,3.1
6037543602,35.79,70.33,70-75%,7955,Los Angeles,12.5,68.6,18.9,36.7,15.2,7.0,0.0,38.4,0.0,2.7
6019004212,35.78,70.32,70-75%,12649,Fresno ,18.2,73.4,8.3,38.7,27.0,17.4,0.0,14.1,0.0,2.8
6037553200,35.76,70.30,70-75%,7508,Los Angeles,14.2,73.4,12.4,70.0,14.7,5.7,0.2,8.1,0.0,1.2
6065040609,35.74,70.29,70-75%,14492,Riverside ,25.2,67.9,6.9,29.1,22.9,6.7,0.0,35.5,0.0,5.8
