"Demographic data (total population, age groups and race/ethnicity) by census tract were extracted from the 2018 American Community Survey.",,,,,,,,,,,,,,,
Census Tract , DRAFT CES 4.0 Score,DRAFT CES 4.0 Percentile,"DRAFT CES 4.0 
Percentile Range",2018 Total Population,"California 
County",Children < 10 years (%) ,Pop 10-64 years (%),Elderly > 65 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Pacific Islander (%),Other/Multiple (%)
6037108104,10.49,14.82,10-15%,1922,Los Angeles,9.1,69.4,21.5,5.9,56.8,4.5,0.0,30.8,0.0,2.0
6065940500,10.48,14.80,10-15%,2158,Riverside ,0.5,51.2,48.3,5.2,88.7,0.6,0.6,2.6,0.5,1.7
6075013400,10.47,14.79,10-15%,3880,San Francisco,5.9,77.7,16.4,5.0,70.4,1.6,0.0,19.6,0.0,3.5
6073017042,10.47,14.78,10-15%,8045,San Diego,16.2,77.2,6.6,7.3,49.2,2.0,0.0,34.1,0.0,7.3
6065042742,10.47,14.77,10-15%,4718,Riverside ,16.6,74.1,9.2,42.9,47.3,3.9,0.0,3.0,0.0,2.8
6113011203,10.46,14.75,10-15%,2700,Yolo ,8.0,66.9,25.1,19.3,69.6,0.2,0.0,10.5,0.0,0.4
6007001702,10.46,14.74,10-15%,6491,Butte ,11.7,63.4,24.9,7.1,82.0,0.0,0.8,1.0,0.5,8.5
6053010305,10.46,14.73,10-15%,4644,Monterey ,10.5,71.1,18.4,37.4,52.9,0.4,0.5,2.8,1.9,4.2
6105000101,10.45,14.72,10-15%,2585,Trinity ,8.0,64.6,27.4,1.9,80.2,1.7,6.5,4.2,0.0,5.6
6071000815,10.44,14.70,10-15%,3442,San Bernardino,10.0,68.6,21.4,28.8,48.3,6.0,0.0,14.6,0.0,2.3
6111005906,10.44,14.69,10-15%,6574,Ventura ,10.9,72.1,17.1,11.9,76.4,0.8,0.8,6.8,0.0,3.2
6073020026,10.44,14.68,10-15%,4630,San Diego,11.0,66.3,22.7,18.6,62.9,3.2,0.0,10.1,0.0,5.3
6085506801,10.43,14.67,10-15%,5864,Santa Clara,10.5,77.6,11.9,9.8,69.7,1.0,0.0,14.3,0.0,5.2
6037265100,10.43,14.65,10-15%,2528,Los Angeles,8.1,42.9,49.0,4.1,85.9,1.6,0.0,4.2,0.0,4.2
6065940700,10.43,14.64,10-15%,2676,Riverside ,5.0,52.0,43.0,15.6,76.5,1.7,0.8,3.3,0.1,2.0
6075010900,10.42,14.63,10-15%,4510,San Francisco,2.1,78.2,19.8,2.0,69.8,2.1,0.0,23.2,0.0,2.9
6075030900,10.42,14.62,10-15%,7314,San Francisco,7.7,71.9,20.5,6.5,42.7,2.2,0.2,43.9,0.0,4.6
6037139702,10.42,14.60,10-15%,6230,Los Angeles,12.0,62.6,25.4,4.0,87.5,3.1,0.0,3.7,0.0,1.7
6085507807,10.41,14.59,10-15%,3384,Santa Clara,9.3,79.6,11.0,3.6,16.1,0.0,0.0,77.1,0.7,2.5
6073000800,10.41,14.58,10-15%,5026,San Diego,6.8,83.9,9.2,22.0,61.7,9.7,0.0,4.9,0.2,1.6
6067004004,10.41,14.56,10-15%,6172,Sacramento ,6.0,69.2,24.8,16.8,42.4,9.9,0.0,25.3,0.0,5.7
6075042602,10.41,14.55,10-15%,3022,San Francisco,10.8,68.6,20.6,4.3,51.9,0.7,0.0,34.3,0.0,8.8
6037463500,10.40,14.54,10-15%,5917,Los Angeles,9.8,77.1,13.2,10.2,53.7,6.0,0.3,26.1,0.1,3.6
6037264302,10.39,14.53,10-15%,6078,Los Angeles,8.6,72.7,18.7,4.0,81.1,2.4,0.0,5.9,0.0,6.6
6001450501,10.39,14.51,10-15%,3130,Alameda ,12.8,72.1,15.0,6.9,62.9,2.7,0.6,21.5,0.0,5.4
6001451504,10.39,14.50,10-15%,1724,Alameda ,15.7,71.1,13.2,15.3,65.1,1.7,0.0,15.5,0.0,2.4
6085503324,10.39,14.49,10-15%,3603,Santa Clara,11.0,74.2,14.8,16.2,7.4,2.1,0.0,72.0,0.0,2.3
6073017041,10.37,14.48,10-15%,5829,San Diego,13.9,73.7,12.4,13.5,72.8,1.6,0.0,8.2,0.0,3.9
6089010702,10.35,14.46,10-15%,3618,Shasta ,9.6,71.2,19.2,5.9,85.5,0.2,1.1,1.9,0.0,5.4
6061022002,10.35,14.45,10-15%,6731,Placer ,9.5,69.6,20.9,8.8,84.3,1.4,2.3,0.0,0.0,3.1
6037480703,10.35,14.44,10-15%,3694,Los Angeles,14.5,74.3,11.2,17.6,41.6,2.4,0.0,34.6,0.0,3.9
6095252107,10.35,14.43,10-15%,3720,Solano ,12.6,68.5,18.8,12.4,64.5,11.2,0.0,8.4,0.0,3.5
6037621004,10.34,14.41,10-15%,4247,Los Angeles,7.8,79.2,13.0,9.2,81.3,0.1,0.9,4.7,0.0,3.9
6059032034,10.34,14.40,10-15%,5602,Orange ,12.1,73.5,14.4,12.3,64.7,3.4,0.0,15.7,0.0,4.0
6055201900,10.33,14.39,10-15%,1260,Napa ,4.8,67.6,27.6,19.4,70.2,0.0,0.0,5.6,0.0,4.8
6073016614,10.33,14.38,10-15%,3936,San Diego,15.8,76.1,8.1,19.2,69.3,0.6,0.0,3.9,0.4,6.7
6065043264,10.33,14.36,10-15%,7873,Riverside ,13.5,79.6,6.9,26.2,56.3,4.5,0.0,7.5,0.4,5.1
6061022500,10.32,14.35,10-15%,6311,Placer ,15.6,72.9,11.5,12.4,59.1,2.9,0.5,19.6,0.0,5.5
6085512021,10.32,14.34,10-15%,6537,Santa Clara,12.4,76.2,11.4,33.8,32.1,4.1,0.3,25.7,0.0,4.0
6073017304,10.31,14.33,10-15%,6094,San Diego,11.5,69.7,18.8,26.5,63.6,0.3,0.2,5.6,0.0,3.8
6083001304,10.30,14.31,10-15%,8253,Santa Barbara,7.1,71.9,20.9,36.6,56.3,0.3,0.0,4.7,0.0,2.1
6001423601,10.30,14.30,10-15%,2804,Alameda ,6.0,78.8,15.2,7.2,71.7,4.2,0.5,9.8,0.0,6.7
6037273700,10.28,14.29,10-15%,2953,Los Angeles,9.6,80.2,10.2,21.8,64.5,5.2,0.0,3.0,0.0,5.5
6039000108,10.28,14.27,10-15%,6711,Madera ,14.5,55.2,30.3,18.0,75.6,1.5,2.5,0.0,0.0,2.4
6089011802,10.28,14.26,10-15%,2809,Shasta ,9.2,69.0,21.9,6.2,83.4,1.1,0.9,1.9,1.4,5.2
6001428302,10.28,14.25,10-15%,7501,Alameda ,12.0,70.0,17.9,7.5,41.5,3.6,0.0,40.9,0.0,6.4
6111000902,10.26,14.24,10-15%,2089,Ventura ,9.2,65.0,25.8,12.1,85.3,0.2,0.2,0.8,0.0,1.3
6075015400,10.26,14.22,10-15%,5970,San Francisco,10.5,78.2,11.4,5.5,60.4,1.2,0.0,26.3,1.4,5.2
6073017501,10.26,14.21,10-15%,3039,San Diego,5.1,79.2,15.7,14.9,75.8,0.3,0.4,3.8,0.0,4.9
6017030704,10.25,14.20,10-15%,8905,El Dorado,14.5,68.7,16.8,12.6,69.3,1.7,0.3,10.0,1.2,4.9
6067007106,10.25,14.19,10-15%,8415,Sacramento ,11.2,79.9,8.9,28.7,30.5,11.8,1.1,21.2,1.9,4.7
6097150304,10.23,14.17,10-15%,6055,Sonoma ,13.3,70.0,16.7,36.5,60.0,1.9,0.0,1.2,0.4,0.0
6073013415,10.23,14.16,10-15%,1482,San Diego,6.6,72.7,20.6,51.1,26.0,6.1,0.0,13.0,0.0,3.8
6061020711,10.22,14.15,10-15%,4222,Placer ,10.7,70.3,19.0,10.6,79.0,0.6,0.0,6.7,0.8,2.3
6037620001,10.22,14.14,10-15%,4236,Los Angeles,12.5,75.1,12.4,16.5,64.2,6.2,0.0,5.1,0.0,8.1
6073008307,10.21,14.12,10-15%,3870,San Diego,8.1,67.2,24.7,12.5,68.9,1.9,3.4,8.3,0.4,4.8
6083001402,10.20,14.11,10-15%,3142,Santa Barbara,8.0,54.5,37.6,5.7,91.2,1.5,0.0,0.5,0.0,1.2
6037573800,10.20,14.10,10-15%,4377,Los Angeles,11.6,74.1,14.4,19.4,61.7,1.2,4.3,8.7,1.0,3.7
6027000300,10.19,14.09,10-15%,2473,Inyo ,8.1,65.6,26.3,9.8,87.1,0.0,1.7,0.0,0.0,1.3
6073008349,10.19,14.07,10-15%,3759,San Diego,11.5,71.7,16.8,13.4,27.2,3.4,0.0,48.2,1.6,6.1
6073017039,10.17,14.06,10-15%,7604,San Diego,12.6,75.3,12.2,10.0,52.5,0.9,0.0,31.3,0.0,5.2
6055200400,10.17,14.05,10-15%,4127,Napa ,8.4,70.3,21.3,23.8,69.6,0.6,0.0,2.1,0.0,3.9
6067009632,10.16,14.04,10-15%,7348,Sacramento ,14.7,75.5,9.8,16.0,23.9,9.7,0.3,38.9,0.8,10.4
6111001401,10.15,14.02,10-15%,4033,Ventura ,10.3,72.9,16.8,26.2,60.8,0.7,0.0,7.0,0.0,5.3
6059032036,10.15,14.01,10-15%,3821,Orange ,12.6,66.8,20.5,17.1,70.5,0.3,0.3,9.8,0.3,1.8
6001451403,10.14,14.00,10-15%,2281,Alameda ,12.2,72.2,15.5,25.9,58.7,2.1,0.0,10.5,0.0,2.8
6095252913,10.14,13.98,10-15%,4927,Solano ,13.2,77.2,9.7,22.6,53.9,9.9,0.0,6.7,0.0,6.8
6083000600,10.14,13.97,10-15%,5168,Santa Barbara,6.9,68.2,24.9,13.4,79.5,0.0,0.0,5.0,0.0,2.1
6075030201,10.11,13.96,10-15%,4542,San Francisco,9.6,77.1,13.3,6.9,51.3,3.0,0.0,31.2,0.2,7.4
6037573700,10.11,13.95,10-15%,4990,Los Angeles,14.6,70.5,14.8,20.0,61.5,2.0,0.6,10.0,0.5,5.5
6085504314,10.10,13.93,10-15%,5198,Santa Clara,15.7,72.1,12.2,22.4,10.9,1.4,0.0,63.2,0.0,2.1
6001441521,10.09,13.92,10-15%,6170,Alameda ,14.1,71.5,14.4,7.2,18.3,1.4,0.0,68.0,1.2,3.8
6081610304,10.08,13.91,10-15%,4434,San Mateo,12.6,71.0,16.4,9.3,45.5,4.8,0.0,34.3,0.0,6.2
6065043257,10.07,13.90,10-15%,9032,Riverside ,11.9,75.5,12.6,20.4,55.8,4.1,1.7,12.6,0.4,5.0
6059062637,10.06,13.88,10-15%,4558,Orange ,10.9,81.6,7.5,19.9,60.5,0.0,0.4,12.7,0.0,6.5
6059062900,10.06,13.87,10-15%,1461,Orange ,5.4,55.4,39.2,2.9,93.2,0.0,0.3,3.6,0.0,0.0
6017030602,10.06,13.86,10-15%,7256,El Dorado,10.4,72.1,17.4,13.5,83.7,0.3,0.6,0.2,0.0,1.8
6013345111,10.06,13.85,10-15%,5269,Contra Costa,16.4,75.3,8.2,8.5,29.6,1.5,0.3,55.9,0.0,4.1
6073019301,10.05,13.83,10-15%,6931,San Diego,11.8,75.1,13.1,26.1,62.6,3.2,0.1,4.7,0.0,3.2
6007001400,10.05,13.82,10-15%,5918,Butte ,12.2,68.2,19.6,11.2,85.9,0.6,0.0,0.7,0.3,1.2
6071011404,10.04,13.81,10-15%,4316,San Bernardino,14.8,66.7,18.5,15.3,79.7,1.5,0.2,0.5,0.0,2.8
6095252315,10.04,13.80,10-15%,4741,Solano ,8.8,76.5,14.7,16.9,31.9,13.7,1.5,25.1,0.5,10.4
6037651201,10.04,13.78,10-15%,4834,Los Angeles,10.4,69.7,19.9,11.5,63.2,0.6,0.0,18.8,1.4,4.6
6061021037,10.04,13.77,10-15%,2038,Placer ,11.6,64.3,24.1,10.5,75.3,0.8,0.0,10.3,0.3,2.8
6089011701,10.03,13.76,10-15%,2450,Shasta ,17.5,66.1,16.4,7.3,74.2,0.4,5.4,0.5,0.0,12.0
6081613300,10.02,13.75,10-15%,3026,San Mateo,11.2,64.2,24.6,8.4,78.0,0.4,0.0,9.2,0.0,4.1
6059032029,10.01,13.73,10-15%,4489,Orange ,14.9,76.6,8.6,24.1,57.3,0.6,0.4,12.9,0.0,4.7
6095252106,10.01,13.72,10-15%,4295,Solano ,11.0,68.8,20.2,16.9,61.1,4.9,0.2,12.4,0.3,4.3
6039000104,9.99,13.71,10-15%,4430,Madera ,11.0,62.3,26.7,15.6,73.7,0.0,0.7,7.3,0.0,2.6
6087121800,9.98,13.69,10-15%,4602,Santa Cruz,10.1,64.7,25.2,18.2,68.0,0.2,0.0,3.5,0.0,10.1
6067004011,9.98,13.68,10-15%,3134,Sacramento ,8.6,69.6,21.8,9.5,40.7,5.7,0.3,41.2,0.7,1.9
6063000201,9.97,13.67,10-15%,1341,Plumas ,4.5,51.8,43.8,5.8,89.6,0.0,2.0,1.3,0.0,1.2
6073021303,9.97,13.66,10-15%,8861,San Diego,10.2,73.5,16.3,27.6,50.3,3.0,0.0,16.6,0.0,2.5
6001442200,9.97,13.64,10-15%,7196,Alameda ,10.4,74.9,14.7,5.8,17.9,1.9,0.1,71.3,0.8,2.2
6059021823,9.96,13.63,10-15%,4114,Orange ,12.8,74.2,13.0,17.9,60.5,0.0,1.1,18.1,0.0,2.4
6071000813,9.96,13.62,10-15%,3230,San Bernardino,8.5,66.6,24.9,25.5,52.6,2.4,0.0,13.3,0.0,6.2
6023010400,9.96,13.61,10-15%,3619,Humboldt ,11.6,73.7,14.6,4.9,88.1,0.6,1.5,1.3,0.0,3.6
6055200706,9.96,13.59,10-15%,3192,Napa ,7.4,72.0,20.6,24.6,67.7,0.0,0.0,6.8,0.0,0.8
6095252311,9.95,13.58,10-15%,4422,Solano ,13.6,71.5,14.9,16.1,39.3,14.8,0.0,19.1,0.0,10.6
6073020705,9.95,13.57,10-15%,4817,San Diego,9.5,75.9,14.5,42.4,49.9,0.6,0.8,5.0,0.4,0.9
6037278102,9.94,13.56,10-15%,3063,Los Angeles,3.7,79.0,17.3,9.0,79.7,2.0,0.0,6.0,0.0,3.3
6029003806,9.94,13.54,10-15%,5029,Kern ,11.3,75.6,13.1,24.9,51.2,7.5,0.3,13.2,0.0,2.9
6037670403,9.94,13.53,10-15%,2763,Los Angeles,9.1,64.0,26.9,5.5,51.0,1.6,0.0,37.9,0.3,3.8
6089011401,9.94,13.52,10-15%,3884,Shasta ,10.2,69.2,20.6,7.7,83.7,0.1,2.2,1.4,0.0,5.0
6075013300,9.93,13.51,10-15%,4729,San Francisco,13.1,69.0,17.9,7.3,69.8,2.2,0.0,14.4,0.0,6.3
6111005911,9.93,13.49,10-15%,3497,Ventura ,4.7,72.7,22.6,20.4,68.7,2.0,0.0,6.5,0.0,2.4
6065045121,9.92,13.48,10-15%,6501,Riverside ,12.3,48.3,39.3,20.0,72.0,1.9,0.0,4.5,0.0,1.5
6075016900,9.92,13.47,10-15%,3191,San Francisco,6.0,84.8,9.1,11.3,64.3,5.0,0.0,14.4,0.3,4.8
6081605500,9.92,13.46,10-15%,5534,San Mateo,8.5,79.5,12.0,22.0,50.5,3.1,0.0,21.6,0.0,2.7
6001400300,9.92,13.44,10-15%,5000,Alameda ,11.6,73.3,15.1,7.3,69.2,7.6,0.0,10.7,0.8,4.5
6037901213,9.92,13.43,10-15%,3935,Los Angeles,12.2,72.3,15.5,11.8,72.0,7.5,1.6,5.3,0.0,1.7
6013356002,9.92,13.42,10-15%,5438,Contra Costa,7.8,72.9,19.3,16.0,36.9,8.5,0.2,28.8,0.0,9.6
6075013101,9.90,13.40,10-15%,4139,San Francisco,7.0,85.0,8.0,9.4,72.7,2.0,0.0,14.4,0.0,1.6
6059021920,9.89,13.39,10-15%,7144,Orange ,8.8,74.5,16.6,17.7,54.4,0.9,0.0,24.0,0.0,3.2
6097153706,9.89,13.38,10-15%,4638,Sonoma ,8.2,67.2,24.6,9.5,84.2,0.0,0.8,2.2,0.0,3.3
6065044927,9.89,13.37,10-15%,3687,Riverside ,7.4,44.0,48.6,21.0,68.5,5.1,0.0,3.7,0.0,1.6
6085512200,9.87,13.35,10-15%,3895,Santa Clara,7.5,65.6,26.9,17.4,66.2,1.6,0.0,12.4,0.0,2.4
6113010606,9.86,13.34,10-15%,7603,Yolo ,10.8,77.6,11.6,11.3,66.3,0.2,0.0,14.3,0.0,8.0
6059042305,9.86,13.33,10-15%,3447,Orange ,6.4,71.1,22.5,7.3,83.8,0.0,0.0,4.0,0.7,4.1
6097151306,9.85,13.32,10-15%,3599,Sonoma ,12.0,70.6,17.4,24.2,63.3,1.9,0.0,6.6,0.0,3.9
6089011001,9.85,13.30,10-15%,1709,Shasta ,12.5,67.2,20.4,8.2,83.6,0.0,0.3,1.6,0.0,6.3
6073008513,9.84,13.29,10-15%,2792,San Diego,14.3,68.3,17.4,8.0,76.6,1.5,0.0,12.5,0.0,1.4
6037577501,9.84,13.28,10-15%,3408,Los Angeles,5.1,63.0,31.9,11.6,79.9,1.0,0.0,6.4,0.0,1.1
6089010807,9.83,13.27,10-15%,4595,Shasta ,10.6,63.7,25.7,8.7,84.4,0.6,0.0,2.4,0.3,3.7
6059099511,9.81,13.25,10-15%,3048,Orange ,5.2,77.4,17.4,15.8,80.5,0.9,0.0,0.8,0.3,1.8
6037139802,9.80,13.24,10-15%,3958,Los Angeles,8.1,70.8,21.1,6.8,79.1,0.3,0.0,9.3,0.0,4.6
6081612900,9.80,13.23,10-15%,4770,San Mateo,12.1,70.1,17.7,5.6,71.3,2.5,0.0,16.5,0.0,4.0
6037621324,9.79,13.22,10-15%,3804,Los Angeles,11.7,72.8,15.5,20.6,65.6,1.4,0.0,9.1,0.0,3.3
6067008211,9.78,13.20,10-15%,2857,Sacramento ,7.7,64.3,28.0,10.1,83.4,0.4,1.1,1.5,0.0,3.5
6037460200,9.78,13.19,10-15%,5840,Los Angeles,8.0,72.0,19.9,15.0,32.9,36.4,0.0,8.4,0.8,6.4
6001404101,9.77,13.18,10-15%,3088,Alameda ,5.0,79.9,15.1,6.2,62.7,7.6,0.2,12.4,0.0,10.8
6073001100,9.77,13.17,10-15%,3238,San Diego,7.0,86.1,6.9,18.7,62.1,9.8,1.0,5.4,0.0,3.0
6001426200,9.77,13.15,10-15%,4904,Alameda ,12.7,69.0,18.3,6.6,66.9,2.7,0.1,16.1,0.1,7.4
6111002000,9.75,13.14,10-15%,2728,Ventura ,7.6,69.5,22.8,10.3,79.8,1.6,0.0,4.6,0.0,3.6
6083002008,9.75,13.13,10-15%,6894,Santa Barbara,15.1,69.0,16.0,33.9,57.0,3.0,0.0,2.9,0.4,2.7
6059063601,9.75,13.11,10-15%,3719,Orange ,7.2,80.1,12.7,25.5,63.5,3.0,0.0,5.6,0.0,2.4
6081608001,9.74,13.10,10-15%,3599,San Mateo,14.9,71.0,14.1,4.5,37.2,1.6,0.7,49.9,0.5,5.6
6075030101,9.74,13.09,10-15%,5045,San Francisco,9.0,83.2,7.8,10.3,58.3,1.1,1.0,24.1,0.4,4.8
6061021203,9.74,13.08,10-15%,7962,Placer ,17.0,67.3,15.7,8.0,80.1,1.6,0.0,4.0,0.0,6.3
6071000816,9.74,13.06,10-15%,4245,San Bernardino,8.9,68.2,22.9,29.6,55.8,4.6,0.0,8.2,0.0,1.8
6007000901,9.74,13.05,10-15%,2639,Butte ,13.6,68.7,17.7,12.2,71.5,1.3,0.0,9.2,0.5,5.3
6059062640,9.72,13.04,10-15%,3703,Orange ,10.5,82.0,7.5,23.5,61.2,3.2,0.0,9.1,0.0,3.0
6037269000,9.72,13.03,10-15%,5019,Los Angeles,9.2,70.5,20.3,14.9,70.0,2.2,0.0,11.2,0.1,1.7
6051000102,9.70,13.01,10-15%,2436,Mono ,9.4,64.2,26.4,17.5,70.6,0.8,7.8,0.5,0.0,2.8
6059021923,9.70,13.00,10-15%,7075,Orange ,12.2,78.5,9.3,14.1,57.7,1.8,0.0,22.6,0.0,3.8
6009000122,9.70,12.99,10-15%,3678,Calaveras ,2.8,61.2,36.0,9.0,85.7,0.7,0.6,0.0,0.0,4.0
6001404000,9.68,12.98,10-15%,2998,Alameda ,5.0,83.6,11.4,13.4,59.1,5.6,0.8,12.2,2.3,6.6
6059042335,9.68,12.96,10-15%,6678,Orange ,12.6,76.8,10.6,15.6,62.7,0.7,0.0,15.1,0.5,5.4
6037430200,9.68,12.95,10-15%,1092,Los Angeles,5.8,60.0,34.2,12.4,51.8,0.7,0.0,34.3,0.0,0.7
6001430700,9.67,12.94,10-15%,4140,Alameda ,13.9,72.6,13.5,14.7,53.8,4.3,0.3,21.1,0.0,5.8
6037651304,9.67,12.93,10-15%,4650,Los Angeles,5.3,71.4,23.3,10.2,71.1,3.7,0.0,7.6,0.0,7.4
6097152906,9.67,12.91,10-15%,5636,Sonoma ,12.7,73.3,14.0,21.4,69.7,2.5,0.2,2.3,0.0,3.9
6073008356,9.66,12.90,10-15%,4205,San Diego,12.7,73.9,13.5,13.8,39.8,4.3,0.0,40.8,0.0,1.2
6073016613,9.66,12.89,10-15%,1929,San Diego,10.9,76.2,12.9,16.7,72.1,0.8,0.0,8.4,0.0,1.9
6085511915,9.66,12.88,10-15%,3847,Santa Clara,16.0,71.8,12.2,44.3,34.5,6.3,0.0,14.0,0.0,0.8
6001420200,9.64,12.86,10-15%,3300,Alameda ,13.1,74.9,12.0,10.6,41.5,6.2,0.6,33.8,0.0,7.4
6059021812,9.64,12.85,10-15%,6475,Orange ,11.1,75.3,13.6,22.0,58.9,2.0,0.0,14.8,0.0,2.3
6067009636,9.63,12.84,10-15%,7913,Sacramento ,17.4,75.7,6.8,21.7,24.9,11.8,0.5,32.4,1.2,7.6
6087121300,9.63,12.82,10-15%,4187,Santa Cruz,12.5,67.6,19.9,33.2,60.2,0.3,0.0,2.7,0.0,3.7
6059032053,9.61,12.81,10-15%,8396,Orange ,11.5,80.4,8.1,14.8,65.5,4.0,0.0,13.0,0.0,2.8
6095253106,9.61,12.80,10-15%,3685,Solano ,11.2,80.0,8.8,23.0,57.8,5.6,0.0,10.4,0.0,3.2
6089011403,9.60,12.79,10-15%,2905,Shasta ,16.0,67.7,16.2,4.0,79.8,1.2,0.0,7.6,1.5,5.9
6013333102,9.60,12.77,10-15%,4402,Contra Costa,10.4,72.9,16.8,13.9,61.3,1.6,0.0,16.1,0.0,7.1
6061021038,9.60,12.76,10-15%,7393,Placer ,13.1,78.7,8.2,16.2,71.3,0.6,1.4,6.4,0.2,3.9
6023000700,9.60,12.75,10-15%,5230,Humboldt ,8.0,65.2,26.7,9.4,87.7,0.3,0.3,1.4,0.0,0.9
6041123000,9.60,12.74,10-15%,2099,Marin ,8.0,59.7,32.3,3.0,91.1,0.0,0.0,3.2,0.0,2.6
6053011700,9.58,12.72,10-15%,3830,Monterey ,11.9,58.3,29.9,11.5,79.9,0.0,0.0,7.2,0.0,1.4
6035040305,9.58,12.71,10-15%,3076,Lassen ,17.7,68.4,13.9,7.7,72.9,0.2,10.0,1.2,2.8,5.1
6065049100,9.57,12.70,10-15%,5719,Riverside ,13.1,55.6,31.3,46.9,49.6,1.4,0.0,1.7,0.0,0.3
6065045109,9.57,12.69,10-15%,3637,Riverside ,9.6,76.3,14.1,43.6,47.7,2.0,0.4,0.8,0.5,4.9
6085508003,9.57,12.67,10-15%,2496,Santa Clara,13.5,74.5,12.0,4.3,32.0,2.5,0.3,57.7,0.4,2.7
6037408627,9.56,12.66,10-15%,3213,Los Angeles,7.7,67.5,24.8,19.9,12.5,1.8,0.0,63.6,0.3,1.8
6001450750,9.55,12.65,10-15%,4842,Alameda ,16.6,74.5,9.0,13.4,30.1,4.5,0.0,48.5,0.4,3.1
6073018000,9.55,12.64,10-15%,3293,San Diego,10.0,68.3,21.7,8.2,89.9,0.4,0.4,0.4,0.0,0.7
6073008348,9.55,12.62,10-15%,5985,San Diego,7.8,81.0,11.2,10.1,25.5,2.1,0.0,54.5,0.5,7.3
6071000804,9.54,12.61,10-15%,3034,San Bernardino,8.3,72.2,19.5,25.2,55.1,0.0,0.7,16.0,0.0,2.9
6037462600,9.54,12.60,10-15%,2259,Los Angeles,11.9,68.8,19.3,21.4,56.1,7.2,0.0,13.5,0.0,1.8
6065042714,9.53,12.59,10-15%,3660,Riverside ,8.1,72.1,19.9,7.0,81.4,0.0,0.0,7.9,0.6,3.1
6111005504,9.53,12.57,10-15%,4184,Ventura ,11.5,69.6,18.8,28.2,62.0,0.0,0.4,6.6,0.0,2.9
6085504315,9.53,12.56,10-15%,6661,Santa Clara,8.6,76.5,14.9,16.0,13.6,0.7,0.2,67.0,0.0,2.5
6059052528,9.52,12.55,10-15%,3896,Orange ,14.0,71.6,14.4,19.7,34.9,0.3,1.5,39.9,0.0,3.8
6001441302,9.52,12.53,10-15%,5902,Alameda ,13.4,69.3,17.2,15.2,26.6,2.3,0.7,49.6,0.0,5.6
6075015600,9.52,12.52,10-15%,3432,San Francisco,9.6,72.6,17.8,12.7,46.2,2.1,0.0,32.5,0.0,6.5
6081606500,9.51,12.51,10-15%,3591,San Mateo,17.5,63.3,19.2,6.1,70.3,0.9,0.0,16.7,0.0,5.9
6037430502,9.51,12.50,10-15%,7206,Los Angeles,11.9,69.4,18.7,19.6,66.1,1.0,0.0,11.1,0.0,2.2
6037464100,9.51,12.48,10-15%,7214,Los Angeles,9.5,66.8,23.7,4.2,32.7,0.8,0.0,58.4,0.7,3.2
6067009324,9.51,12.47,10-15%,2948,Sacramento ,9.4,74.2,16.4,12.6,58.6,3.6,0.2,16.1,1.7,7.2
6061022011,9.50,12.46,10-15%,1520,Placer ,5.9,70.1,23.9,4.7,89.0,0.0,0.0,4.5,0.0,1.8
6073017110,9.47,12.45,10-15%,11591,San Diego,15.2,72.2,12.5,18.2,68.6,1.2,1.7,6.8,0.6,2.9
6087122100,9.46,12.43,10-15%,3201,Santa Cruz,8.5,72.9,18.7,15.0,75.5,0.7,0.0,3.3,0.0,5.5
6061023100,9.46,12.42,10-15%,8217,Placer ,15.1,74.5,10.4,9.2,68.7,0.8,0.0,16.2,0.2,4.9
6085507905,9.46,12.41,10-15%,6154,Santa Clara,9.1,82.0,9.0,5.5,17.7,0.0,0.0,73.5,0.0,3.3
6109003200,9.45,12.40,10-15%,5709,Tuolumne ,12.3,68.4,19.3,12.5,81.8,0.0,1.6,1.3,0.0,2.9
6059042320,9.45,12.38,10-15%,5912,Orange ,13.2,78.5,8.3,31.9,55.8,0.6,0.0,7.8,0.0,3.9
6111007609,9.45,12.37,10-15%,2550,Ventura ,10.8,75.6,13.6,15.3,71.9,3.0,0.9,7.0,0.2,1.7
6065045110,9.45,12.36,10-15%,5938,Riverside ,14.9,75.1,10.0,54.9,36.5,1.1,0.0,4.4,0.0,3.0
6065047201,9.45,12.35,10-15%,1983,Riverside ,8.2,39.8,52.0,37.4,61.4,0.0,1.3,0.0,0.0,0.0
6019006404,9.44,12.33,10-15%,4839,Fresno ,5.0,72.3,22.7,11.6,79.0,1.2,1.7,2.0,0.3,4.2
6067001600,9.44,12.32,10-15%,5978,Sacramento ,12.5,71.4,16.1,21.4,65.8,1.3,0.0,6.3,0.0,5.3
6081600401,9.44,12.31,10-15%,3313,San Mateo,10.7,69.6,19.7,28.8,10.1,5.7,0.0,50.5,0.0,4.9
6037910813,9.44,12.30,10-15%,4074,Los Angeles,9.3,73.3,17.4,17.4,77.7,0.2,0.0,2.6,0.0,2.2
6067009617,9.42,12.28,10-15%,3678,Sacramento ,11.4,70.9,17.7,11.9,53.1,8.1,0.3,21.3,0.3,5.0
6097152501,9.42,12.27,10-15%,4302,Sonoma ,15.6,72.5,11.9,15.7,74.8,2.3,0.5,4.3,0.0,2.4
6073009104,9.42,12.26,10-15%,3232,San Diego,8.3,69.4,22.3,14.1,72.7,1.4,0.0,4.5,0.0,7.2
6067008124,9.40,12.24,10-15%,4796,Sacramento ,12.2,67.1,20.7,11.2,80.0,1.6,0.4,4.3,0.0,2.4
