Census Tract ,CES 2.0 Score,CES 2.0 PR,Total Population,"California 
County",Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%)
6053012402,2.89,1-5% (lowest scores),2987,Monterey ,8.3,81.5,0.9,0.4,5.6,3.3
6053012502,5.74,1-5% (lowest scores),5082,Monterey ,11.8,73.7,2,0.3,7.5,4.7
6053012600,4.77,1-5% (lowest scores),2254,Monterey ,8.7,77,4.9,0.6,3.5,5.3
6053012700,11.11,11-15%,3299,Monterey ,12,70.1,3.1,0.3,10.7,3.7
6053012800,14.47,21-25%,5154,Monterey ,7.9,80.7,1.1,0.3,7.2,2.8
6053013000,13.16,16-20%,2968,Monterey ,10.4,72.5,2.5,0.7,8.9,5
6053013100,3.86,1-5% (lowest scores),1930,Monterey ,7,72.3,5.3,0.1,10.3,4.9
6053013200,11.15,11-15%,4225,Monterey ,6.4,82.2,0.9,0.4,7.2,2.9
6053013300,10.80,11-15%,5693,Monterey ,29.7,53.8,3,0.4,9.1,4.1
6053013400,7.51,6-10%,1624,Monterey ,10.4,76.2,0.8,0.4,8,4.2
6053013500,11.26,11-15%,4920,Monterey ,32.2,34.9,13.6,0.4,12.8,6.2
6053013600,12.34,16-20%,4396,Monterey ,59.7,26.8,3,0.3,7.1,3.2
6053013700,17.37,31-35%,5131,Monterey ,74.2,11.7,4,0.2,7.6,2.3
6053013800,11.65,16-20%,5548,Monterey ,44.8,17.2,16.6,0.3,14.9,6.2
6053013900,14.95,26-30%,2673,Monterey ,39.6,38,5.2,0.5,11.8,5
6053014000,19.95,41-45%,2637,Monterey ,51.6,33.3,2.8,0.3,8.6,3.4
6053014102,30.05,61-65%,2259,Monterey ,28.3,31.7,15.4,0.4,16,8.3
6053014104,16.28,26-30%,1611,Monterey ,20.3,47.8,3.3,0.6,25.2,2.8
6053014105,13.16,16-20%,2688,Monterey ,22.4,50.5,8.9,0.7,9.8,7.7
6053014107,22.40,46-50%,7088,Monterey ,18.5,57.5,6.2,0.3,10.6,6.9
6053014201,18.13,36-40%,5133,Monterey ,32.4,31.7,6.1,0.4,21,8.5
6053014202,17.83,31-35%,4075,Monterey ,29,32.9,6.3,0.2,24.4,7.2
6053014301,21.65,41-45%,3602,Monterey ,22.5,43.1,6.5,0.3,21.3,6.4
6053014302,29.23,61-65%,4024,Monterey ,24.7,39.5,6.3,0.3,22.4,6.7
6053014500,35.18,71-75%,4410,Monterey ,46.4,42.2,2.4,0.4,6.2,2.5
6053014601,41.04,81-85%,5232,Monterey ,77.6,17.3,0.5,0.3,2.9,1.6
6053014700,30.62,61-65%,6620,Monterey ,49.6,41.6,0.9,0.2,4.4,3.3
6053014800,32.42,66-70%,6112,Monterey ,84.9,11.7,0.4,0.2,1.5,1.3
6053980000,NA,NA,7,Monterey ,100,0,0,0,0,0
6055200201,25.44,51-55%,3466,Napa ,41.9,54.2,0.5,0.4,1.4,1.6
6055200202,23.04,46-50%,2856,Napa ,36.3,57.4,1.4,0.8,1.7,2.4
6055200203,21.94,46-50%,2497,Napa ,57.4,38.9,0.2,0.5,1.1,1.9
6055200301,26.64,56-60%,5095,Napa ,48.7,46.7,0.5,0.2,2.1,1.8
6055200302,18.34,36-40%,2504,Napa ,35.4,58.5,0.3,0.4,2.5,2.9
6055200400,19.10,36-40%,3618,Napa ,18.2,76.5,0.5,0.5,2.1,2.3
6055200501,22.43,46-50%,5013,Napa ,54.2,41.7,0.2,0.6,1.4,2
6055200503,25.75,51-55%,1769,Napa ,47.3,48.9,0.2,0.4,1,2.3
6055200504,22.54,46-50%,6431,Napa ,47.9,47.1,0.6,0.4,2.6,1.4
6055200505,17.33,31-35%,2460,Napa ,43.7,46.5,0.7,0.4,6.8,1.9
6055200601,21.52,41-45%,5016,Napa ,36.1,59,0.4,0.3,2.6,1.5
6055200602,18.30,36-40%,4468,Napa ,29.7,64.5,0.5,0.2,3.2,1.9
6055200703,8.08,6-10%,3047,Napa ,10.1,84.6,0.4,0.4,2.7,1.8
6055200704,20.49,41-45%,4514,Napa ,41.6,54.5,0.4,0.2,1.4,1.9
6055200705,19.38,36-40%,2776,Napa ,39.7,55.6,0.4,0.5,1.9,2
6055200706,11.88,16-20%,3283,Napa ,22.1,70.7,0.8,0.7,3.2,2.6
6055200707,16.29,26-30%,3152,Napa ,22.5,71.5,0.5,0.2,2.9,2.4
6055200802,22.16,46-50%,5481,Napa ,33.6,60.2,0.4,0.5,3.2,2.1
6055200803,13.37,21-25%,2165,Napa ,18.8,76.8,0.3,0.3,1.9,1.8
6055200804,22.64,46-50%,5566,Napa ,69.9,27.2,0.4,0.4,0.5,1.5
6055200900,28.46,61-65%,1230,Napa ,18.4,52,21.8,1.1,6.2,0.6
6055201003,28.70,61-65%,4389,Napa ,18.2,22.6,8.8,0.3,45.8,4.2
6055201004,17.83,31-35%,6081,Napa ,25.7,27.5,8.5,0.3,33.4,4.7
6055201005,22.27,46-50%,2418,Napa ,25.6,38.4,5.9,0.5,24.8,4.7
6055201006,10.52,11-15%,3283,Napa ,26.3,44.1,4.9,0.7,18.7,5.3
6055201007,14.04,21-25%,4089,Napa ,32,26.1,7.1,0.3,29.7,4.8
6055201101,7.89,6-10%,1996,Napa ,8.4,85.1,0.4,0.2,3.4,2.5
6055201102,13.70,21-25%,2055,Napa ,13,82.3,0.3,0.7,1.7,2.1
6055201200,23.63,46-50%,4739,Napa ,23.4,71.5,0.3,0.5,2.2,2.1
6055201300,17.55,31-35%,2933,Napa ,9.9,84,1.2,0.6,1.6,2.6
6055201401,12.92,16-20%,3114,Napa ,8.9,85.7,0.5,0.2,2.9,1.7
6055201402,13.81,21-25%,2871,Napa ,6.8,88.4,0.5,0.3,2.1,2
6055201403,11.23,11-15%,800,Napa ,17.8,77.4,1.3,0.4,1.9,1.4
6055201500,13.65,21-25%,1868,Napa ,28.5,68.9,0.2,0.2,0.9,1.3
6055201601,18.28,36-40%,2287,Napa ,48.1,48.2,0.2,0.3,1.7,1.6
6055201602,10.86,11-15%,3527,Napa ,23.1,73.3,0.3,0.1,1.9,1.4
6055201700,11.35,11-15%,5373,Napa ,17.8,68,2.9,0.4,7.5,3.4
6055201800,9.69,11-15%,1806,Napa ,18,77.6,0.5,0.9,1,2
6055201900,20.90,41-45%,1293,Napa ,20.1,74.5,0.2,0.9,3,1.4
6055202000,13.55,21-25%,5155,Napa ,49.4,47.7,0.4,0.3,0.9,1.4
6057000102,7.29,1-5% (lowest scores),6677,Nevada ,7,88.7,0.3,0.5,1.2,2.4
6057000103,11.57,16-20%,7893,Nevada ,5.8,89.8,0.3,0.7,1.2,2.3
6057000104,10.52,11-15%,3190,Nevada ,6,89.7,0.2,0.8,0.8,2.5
6057000105,15.62,26-30%,2792,Nevada ,5.7,89.8,0.8,1,0.6,2.1
6057000200,8.91,6-10%,2700,Nevada ,5.6,89.6,0.3,1,0.7,2.7
6057000300,16.45,31-35%,2353,Nevada ,4.9,89.6,0.5,0.9,0.9,3.2
6057000401,7.73,6-10%,5744,Nevada ,5.4,90.7,0.3,0.7,1.2,1.8
6057000402,12.72,16-20%,6926,Nevada ,7.3,86.3,0.3,1.3,1.4,3.3
6057000501,28.71,61-65%,6034,Nevada ,9.2,85.4,0.2,1.1,1.2,2.8
6057000502,27.35,56-60%,4664,Nevada ,8.4,85.9,0.2,1.2,1.7,2.6
6057000600,29.12,61-65%,6237,Nevada ,10,83.2,0.4,1.1,1.6,3.6
6057000701,13.78,21-25%,7436,Nevada ,5.2,90.5,0.3,0.7,1,2.3
6057000702,15.66,26-30%,3968,Nevada ,5.8,89.2,0.2,1,1.2,2.7
6057000801,17.20,31-35%,4888,Nevada ,5,90.1,0.6,0.9,1,2.3
6057000802,13.59,21-25%,6528,Nevada ,5.9,88.9,0.5,0.6,1.3,2.8
6057000900,17.43,31-35%,4348,Nevada ,5.4,87.4,0.6,1.2,1.2,4.2
6057001203,3.87,1-5% (lowest scores),2927,Nevada ,7.6,89,0.1,0.2,1.9,1.2
6057001204,4.30,1-5% (lowest scores),2832,Nevada ,7.5,87.4,0.5,0.4,2.1,2.1
6057001205,4.23,1-5% (lowest scores),4537,Nevada ,5.1,91.3,0.2,0.4,1.3,1.8
6057001206,11.76,16-20%,6090,Nevada ,38.7,58.1,0.4,0.3,1.1,1.3
6059001101,23.05,46-50%,4523,Orange ,45.8,46.8,1.1,0.3,4.2,1.6
6059001102,20.96,41-45%,3144,Orange ,46.2,41.3,0.7,0.6,9.2,2
6059001103,35.94,71-75%,4489,Orange ,61.3,30.6,1.3,0.3,5,1.5
6059001201,32.07,66-70%,5505,Orange ,80.6,12.5,1.7,0.2,3.5,1.4
6059001202,44.31,86-90%,3586,Orange ,80,14.6,1.1,0,3.5,0.9
6059001301,16.53,31-35%,6423,Orange ,41.5,42.4,2.4,0.2,11,2.4
6059001303,33.27,66-70%,5752,Orange ,63.3,23.8,1.2,0.2,9.4,2
6059001304,46.83,86-90%,3803,Orange ,75.7,19.5,0.9,0.1,2.8,1
6059001401,23.63,46-50%,5013,Orange ,57.3,35.7,1.4,0.3,3.8,1.5
6059001402,31.73,66-70%,5185,Orange ,58,34.4,0.7,0.4,4.8,1.8
6059001403,25.97,51-55%,3239,Orange ,31.6,58.8,0.6,0.3,6.3,2.4
6059001404,36.69,76-80%,3972,Orange ,76.8,17.4,0.9,0.3,3.5,1.1
6059001501,27.30,56-60%,6373,Orange ,19.8,59.4,0.6,0.2,18.1,1.8
6059001503,25.75,51-55%,5099,Orange ,33.1,55.6,1.1,0.3,7.3,2.6
6059001504,28.18,56-60%,4605,Orange ,39.8,41.4,1.7,0.2,14.3,2.6
6059001505,20.53,41-45%,6876,Orange ,20.8,56.4,1.4,0.2,18.7,2.5
6059001506,34.18,71-75%,4109,Orange ,19.3,60,0.7,0.2,17,2.7
6059001507,24.70,51-55%,4665,Orange ,25.6,49,1.9,0.3,19.8,3.4
6059001601,25.45,51-55%,7989,Orange ,23.3,56.4,1.5,0.2,16.1,2.5
6059001602,17.92,31-35%,4687,Orange ,12.3,61.1,1,0.2,22.5,2.9
6059001704,27.31,56-60%,7451,Orange ,8.6,19.9,1,0,68.2,2.2
6059001705,30.22,61-65%,4343,Orange ,39.9,35.2,2.1,0.2,19.5,3
6059001706,16.85,31-35%,3869,Orange ,10,60.5,1.5,0.1,24.6,3.3
6059001707,19.89,41-45%,7482,Orange ,10.9,20.8,1.8,0.1,64.1,2.2
6059001708,22.38,46-50%,3786,Orange ,19.8,38.5,1.5,0.1,37.8,2.4
6059001801,44.45,86-90%,5544,Orange ,58.7,20.6,4.3,0.3,14.2,1.8
6059001802,41.20,81-85%,7154,Orange ,60.9,22.9,3.4,0.3,11,1.5
6059001901,27.45,56-60%,2810,Orange ,50.4,33.4,1.3,0.4,12.4,2.1
6059001902,28.50,61-65%,2967,Orange ,44,37.4,1.6,0.1,14.7,2.3
6059001903,40.93,81-85%,3418,Orange ,50.9,30,1.6,0.4,15,2.1
6059011000,23.27,46-50%,6626,Orange ,32.3,50.9,1.9,0.2,11.7,2.9
6059011101,34.40,71-75%,4140,Orange ,53,33.2,2,0.1,9.5,2.1
6059011102,32.07,66-70%,4356,Orange ,52.6,29.2,2.1,0.4,14,1.7
6059011200,34.85,71-75%,3916,Orange ,31,56.3,1.4,0.3,8.5,2.6
6059011300,29.86,61-65%,4379,Orange ,20.3,60.6,2.1,0.2,14.1,2.7
6059011401,25.47,51-55%,1982,Orange ,23.3,66.4,1.8,0.2,5.8,2.6
6059011402,17.59,31-35%,2325,Orange ,19.7,67.7,0.9,0.1,8.7,2.9
6059011403,37.91,76-80%,5565,Orange ,47.9,38.6,1.9,0.3,9.1,2.1
6059011502,37.06,76-80%,4101,Orange ,45,35.5,1.9,0.2,15.3,2.2
6059011503,21.90,46-50%,1727,Orange ,14.7,63.2,1.4,0.1,17.8,2.7
6059011504,30.78,61-65%,5473,Orange ,25.4,41,5,0.3,24,4.2
6059011601,39.63,76-80%,7955,Orange ,73.8,15,2.2,0.2,7.6,1.3
6059011602,56.04,96-100% (highest scores),5237,Orange ,78.9,14.8,1.7,0.1,3.8,0.7
6059011707,23.72,51-55%,6045,Orange ,17,53.1,2.3,0.1,24.9,2.6
6059011708,20.60,41-45%,4317,Orange ,27,49.5,3.6,0.2,16.8,2.9
6059011709,15.66,26-30%,4355,Orange ,15.9,71,1.3,0.1,9.7,2
6059011710,19.26,36-40%,3442,Orange ,16.4,65.7,1.6,0.1,14.4,2
6059011711,24.34,51-55%,7305,Orange ,48.7,31.6,2.9,0.3,13.9,2.6
6059011712,26.83,56-60%,4865,Orange ,50.9,30.1,2.3,0.2,14.1,2.4
6059011714,34.86,71-75%,499,Orange ,70.9,19,2,0,6.8,1.2
6059011715,20.88,41-45%,6369,Orange ,16.7,65.3,1.1,0.3,13.7,2.8
6059011716,26.34,56-60%,5410,Orange ,26.3,36.1,1.9,0.1,33.4,2.1
6059011717,17.13,31-35%,2746,Orange ,19.7,66.9,1.5,0.1,8.3,3.6
6059011718,12.80,16-20%,3263,Orange ,20.3,66.8,1.4,0.2,9.5,1.9
6059011720,53.01,91-95%,7329,Orange ,91,4.5,1.2,0.3,2.5,0.5
6059011721,42.87,81-85%,5023,Orange ,71.1,19.1,2,0.2,5.8,1.8
6059011722,44.35,86-90%,2363,Orange ,28.1,50.1,2.9,0.5,17.1,1.3
6059021802,19.71,36-40%,7091,Orange ,20.5,67,1.9,0.3,7.5,2.9
6059021807,12.10,16-20%,4131,Orange ,25.9,58.9,2.2,0.3,10.5,2.2
6059021809,17.46,31-35%,2902,Orange ,15.9,73.3,1.2,0.1,7.1,2.4
6059021810,13.52,21-25%,3627,Orange ,19,68.3,1.7,0.3,8.1,2.6
6059021812,21.84,46-50%,6339,Orange ,26.7,56.3,2.3,0.3,11.6,2.7
6059021813,NA,NA,25,Orange ,20,44,0,0,36,0
6059021814,20.99,41-45%,6816,Orange ,18.9,54.4,1.5,0.1,22,3
6059021815,21.16,41-45%,7751,Orange ,13.4,48.7,1.4,0.3,33.5,2.7
6059021816,14.35,21-25%,4833,Orange ,15.4,74,0.8,0.2,7.2,2.4
6059021817,7.38,1-5% (lowest scores),3479,Orange ,16.6,69.7,1.3,0.1,9,3.3
6059021820,22.27,46-50%,4258,Orange ,14.9,58.5,1.2,0.4,22.7,2.5
6059021821,31.40,66-70%,6582,Orange ,29,42,2.6,0.4,23.1,2.9
6059021822,13.34,21-25%,7488,Orange ,12.4,58.1,1.2,0.3,25,3
6059021823,6.90,1-5% (lowest scores),3299,Orange ,15.6,67.8,1.2,0.2,12.2,3.1
6059021824,6.68,1-5% (lowest scores),2678,Orange ,12.1,71.4,0.9,0.3,13.1,2.1
6059021825,13.10,16-20%,3107,Orange ,11.5,69.9,1.4,0.1,14.1,2.9
6059021826,7.26,1-5% (lowest scores),2682,Orange ,16.8,63.5,1.2,0.1,14.1,4.3
6059021827,8.44,6-10%,3028,Orange ,13.6,61.8,1.4,0.1,19.8,3.3
6059021828,8.47,6-10%,4362,Orange ,12.1,60.8,1.8,0.1,21.3,4
6059021829,8.23,6-10%,5329,Orange ,10.4,66.4,1.1,0.1,19.8,2.2
6059021830,6.90,1-5% (lowest scores),5862,Orange ,11.9,69.4,0.8,0.2,14.4,3.3
6059021903,30.91,61-65%,4034,Orange ,29.2,48.8,1.7,0.2,17.1,3
6059021905,13.84,21-25%,5485,Orange ,19.8,58.8,2.2,0.1,15.2,3.8
6059021912,13.96,21-25%,4828,Orange ,11.4,66.6,0.5,0.2,18.4,2.9
6059021913,25.00,51-55%,8140,Orange ,63.6,24,0.7,0.3,9.9,1.6
6059021914,14.61,21-25%,4218,Orange ,38.8,50,0.8,0.3,8.4,1.9
6059021915,21.89,46-50%,3985,Orange ,14.2,61,1.2,0.1,20.1,3.5
6059021916,16.09,26-30%,3529,Orange ,10.3,67.2,1.3,0.3,17.9,3
6059021917,11.57,16-20%,3435,Orange ,11.9,77,0.5,0.1,7.9,2.6
6059021918,17.73,31-35%,5067,Orange ,25.1,56.6,0.9,0.2,14.9,2.2
6059021919,15.15,26-30%,2662,Orange ,13.1,67.3,1.9,0.2,13.9,3.6
6059021920,8.48,6-10%,6892,Orange ,13,62.1,1.5,0.1,19.4,3.9
6059021921,15.34,26-30%,4496,Orange ,11.7,62.5,1.3,0.2,21.2,3
6059021922,14.90,26-30%,4834,Orange ,14.7,61,1.8,0.2,18.3,4.1
6059021923,12.13,16-20%,6643,Orange ,14.6,57.1,2,0.2,22.1,4
6059021924,6.96,1-5% (lowest scores),4192,Orange ,14.8,52.1,1.9,0.1,27,4
6059032002,12.13,16-20%,6210,Orange ,15.9,73.5,1.3,0.1,6.6,2.5
6059032003,11.65,16-20%,4852,Orange ,14.5,75.6,0.4,0.2,6.7,2.7
6059032011,8.70,6-10%,1606,Orange ,7.4,86.9,0.2,0.6,1.8,3
6059032012,16.94,31-35%,3626,Orange ,13.4,77.1,1.5,0.1,4.7,3.2
6059032013,18.81,36-40%,4984,Orange ,16.1,71.5,2,0.1,5.9,4.4
6059032014,35.84,71-75%,6323,Orange ,52,36,1,0.2,8.6,2.2
6059032015,18.52,36-40%,6548,Orange ,20.4,63.1,1.5,0.2,11.5,3.3
6059032020,4.95,1-5% (lowest scores),5715,Orange ,16.9,71,1,0.2,7.2,3.8
6059032022,25.06,51-55%,6833,Orange ,45.8,43.3,1.5,0.2,6.3,2.8
6059032023,8.82,6-10%,13544,Orange ,12.6,78.1,0.7,0.3,5.3,2.9
6059032027,13.64,21-25%,6328,Orange ,39,43.4,1,0.4,13.2,3
6059032028,14.97,26-30%,3102,Orange ,29,55.1,1.6,0.2,10.5,3.6
6059032029,8.57,6-10%,4328,Orange ,22.8,60.9,1.1,0.2,11.2,3.8
6059032030,8.83,6-10%,3819,Orange ,21.7,64.8,1.2,0.3,8.9,3.2
6059032031,7.99,6-10%,3654,Orange ,16.8,69.6,1,0.3,8.3,4
6059032032,9.34,6-10%,3075,Orange ,16.4,70.9,0.6,0.1,7.8,4.3
6059032033,7.48,6-10%,3624,Orange ,21.9,60.2,1.8,0.1,11.9,4.1
6059032034,6.46,1-5% (lowest scores),5898,Orange ,9.2,75.2,1.3,0.3,10.1,3.8
6059032035,10.83,11-15%,2373,Orange ,8.9,80.4,1.1,0.1,5.9,3.4
6059032036,11.65,16-20%,3539,Orange ,16,71.5,0.6,0.3,7.9,3.6
6059032037,13.09,16-20%,4929,Orange ,6.4,82.9,1,0.2,7.2,2.4
6059032038,7.56,6-10%,6602,Orange ,10.5,67.3,0.7,0.1,16.7,4.7
6059032039,2.55,1-5% (lowest scores),6696,Orange ,20.2,64.2,0.8,0.1,10.4,4.2
6059032040,4.94,1-5% (lowest scores),2612,Orange ,9.6,76.6,0.8,0.1,9.6,3.2
6059032041,5.13,1-5% (lowest scores),1022,Orange ,15.8,75.4,0.8,0.6,4.6,2.8
6059032042,3.81,1-5% (lowest scores),5796,Orange ,10.9,78.7,1.2,0.2,5.4,3.6
6059032043,3.96,1-5% (lowest scores),3987,Orange ,8.5,79.8,0.9,0.1,7.8,2.9
6059032044,4.10,1-5% (lowest scores),5760,Orange ,6.8,85.1,0.7,0.2,4.8,2.5
6059032045,2.64,1-5% (lowest scores),2978,Orange ,11.7,76.5,0.5,0,7.1,4.1
6059032046,2.29,1-5% (lowest scores),6005,Orange ,6.9,82.5,1.1,0.1,6.4,2.9
6059032047,9.54,6-10%,3652,Orange ,20.4,63.4,3.3,0.7,8.2,4.1
6059032048,11.11,11-15%,5590,Orange ,13.5,71.5,1.4,0.1,10.3,3.2
6059032049,6.60,1-5% (lowest scores),9368,Orange ,13,68.3,1.6,0.2,12.9,4
6059032050,5.08,1-5% (lowest scores),4906,Orange ,20.2,66.6,1.3,0.2,8,3.6
6059032051,11.31,11-15%,4580,Orange ,31,55.4,2.1,0.2,7.9,3.3
6059032053,11.46,16-20%,7976,Orange ,17.1,67.4,2.1,0.2,9.2,4
6059032054,13.65,21-25%,5288,Orange ,24.7,61,2,0.2,9,3.1
6059032055,12.26,16-20%,3884,Orange ,34.1,52.2,1.7,0.2,8.9,2.9
6059032056,8.62,6-10%,7072,Orange ,13.7,68.6,1.4,0.1,12.2,4
6059032057,8.79,6-10%,7218,Orange ,12.5,70.8,1.4,0.1,11.2,4
6059032058,4.76,1-5% (lowest scores),7312,Orange ,11.4,71,1.4,0.1,12.1,4
6059032059,4.71,1-5% (lowest scores),7975,Orange ,14.5,66.2,1.2,0.2,12.9,4.9
6059032061,15.32,26-30%,3349,Orange ,7.5,83.8,0.8,0.2,6,1.8
6059042103,8.33,6-10%,7418,Orange ,13.6,82.1,0.3,0.1,1.9,2
6059042106,15.64,26-30%,1377,Orange ,5.4,89.2,0.3,0.8,1.8,2.4
6059042107,12.71,16-20%,4254,Orange ,47.4,47.3,0.5,0.3,2.4,2.1
6059042108,6.68,1-5% (lowest scores),5697,Orange ,27.4,66.8,0.5,0.5,2.1,2.6
6059042109,8.65,6-10%,4865,Orange ,14.3,75.5,0.8,0.2,5.6,3.6
6059042111,8.23,6-10%,5994,Orange ,9.1,85.2,0.5,0.2,3,2
6059042112,6.42,1-5% (lowest scores),6858,Orange ,13,77.3,0.7,0.2,5.3,3.6
6059042113,10.57,11-15%,4364,Orange ,10.6,82.8,0.4,0.7,3.3,2.3
6059042114,10.25,11-15%,3718,Orange ,17.5,75.8,0.8,0.6,2.8,2.4
6059042201,30.18,61-65%,5639,Orange ,20.1,73.9,0.5,0.4,2.6,2.4
6059042203,18.19,36-40%,7015,Orange ,12.2,80.3,0.6,0.2,3.8,2.8
6059042205,11.68,16-20%,6780,Orange ,20.1,73.5,0.4,0.1,3.3,2.5
6059042206,11.27,11-15%,3287,Orange ,11.7,83.4,0.3,0.3,2.5,1.8
6059042305,7.14,1-5% (lowest scores),3432,Orange ,5.5,89.2,0.3,0.1,2.8,2.1
6059042307,21.25,41-45%,6900,Orange ,22.4,59.7,1.2,0.1,13.6,3
6059042310,26.17,56-60%,8391,Orange ,35.6,59,0.4,0.5,2.2,2.3
6059042311,15.39,26-30%,5996,Orange ,18.9,74.5,0.4,0.4,3.8,2.1
6059042312,31.89,66-70%,9085,Orange ,73.2,23.2,0.4,0.8,1.6,0.8
6059042313,12.77,16-20%,6471,Orange ,30.8,63.8,0.7,0.4,2.3,2
6059042315,8.54,6-10%,5900,Orange ,15.2,72.5,1.4,0.1,7.3,3.5
6059042317,7.52,6-10%,3331,Orange ,6.9,84.4,0.7,0.4,5.5,2.1
6059042319,8.20,6-10%,3334,Orange ,9.3,75,1.3,0.1,11,3.2
6059042320,12.05,16-20%,5665,Orange ,26.3,56.6,2.7,0.2,11.1,3.1
6059042323,7.01,1-5% (lowest scores),4512,Orange ,7.5,85.4,0.9,0.4,3.5,2.3
6059042324,10.31,11-15%,4241,Orange ,7.1,84.4,0.9,0.4,5.3,2
6059042325,4.07,1-5% (lowest scores),3375,Orange ,8.8,76.4,1.2,0.2,8.6,4.6
6059042326,7.68,6-10%,4608,Orange ,15.4,70.1,1.6,0.4,7.8,4.7
6059042327,11.39,16-20%,4814,Orange ,12,71,1.4,0.2,10.6,4.7
6059042328,12.19,16-20%,2524,Orange ,5.9,78.8,0.7,0.3,9.7,4.6
6059042329,8.00,6-10%,3772,Orange ,10,80.7,0.8,0.1,5.8,2.6
6059042330,6.72,1-5% (lowest scores),6378,Orange ,28,60,1.4,0.1,7.3,3.3
6059042331,7.92,6-10%,5215,Orange ,18.5,69.1,0.8,0.3,7.5,3.8
6059042332,5.58,1-5% (lowest scores),5399,Orange ,6.9,82.6,0.7,0,7.1,2.5
6059042333,9.00,6-10%,4014,Orange ,6.6,75.8,0.9,0,13,3.7
6059042334,10.53,11-15%,5300,Orange ,18.8,64.4,1.1,0.2,11.3,4.2
6059042335,7.16,1-5% (lowest scores),5829,Orange ,15,63.3,1.3,0.1,15.4,4.9
6059042336,6.09,1-5% (lowest scores),4430,Orange ,10.3,73.9,0.9,0.1,10.5,4.4
6059042337,8.84,6-10%,3639,Orange ,9.3,78.4,1.2,0.2,7.7,3.2
6059042338,4.20,1-5% (lowest scores),4580,Orange ,9.8,83.1,0.7,0.1,3.8,2.4
6059042339,9.36,6-10%,3208,Orange ,19.8,73.1,1.2,0.2,3.3,2.4
6059052404,18.69,36-40%,549,Orange ,56.3,32.2,4,0.2,6.8,0.6
6059052408,21.28,41-45%,6154,Orange ,12.3,71.8,1.9,0.2,10.7,3.1
6059052410,26.93,56-60%,5403,Orange ,29.1,53.4,1.4,0.4,13.3,2.3
6059052411,22.43,46-50%,5182,Orange ,44.6,39.3,1,0.3,12.4,2.3
6059052415,14.43,21-25%,3944,Orange ,12.9,73.9,1.1,0.2,9,3
6059052416,9.55,6-10%,4006,Orange ,32,51.9,1.5,0.6,11.7,2.3
6059052417,11.60,16-20%,6771,Orange ,7,50.3,1,0.1,37.1,4.6
6059052418,16.45,26-30%,12096,Orange ,11.4,35.6,2.6,0.1,45,5.4
6059052419,18.17,36-40%,3456,Orange ,7.3,52.7,0.6,0.1,35.1,4.1
6059052420,6.38,1-5% (lowest scores),21098,Orange ,8,36.6,1.3,0,49.6,4.5
6059052421,11.23,11-15%,5111,Orange ,8.7,57.7,1.3,0.1,28.5,3.7
6059052422,10.75,11-15%,4165,Orange ,15.2,62.1,2.1,0.1,16.3,4.2
6059052423,20.06,41-45%,5545,Orange ,24.6,53.3,2.1,0.1,16.7,3.2
6059052424,13.77,21-25%,5015,Orange ,23.4,58,2,0.5,13.1,3
6059052425,13.00,16-20%,5865,Orange ,22.3,57,2,0.2,14.8,3.7
6059052426,11.39,16-20%,7957,Orange ,11.6,56,1.5,0.2,26.3,4.4
6059052427,10.12,11-15%,5119,Orange ,13.5,59.5,1.2,0.4,20.8,4.8
6059052428,6.29,1-5% (lowest scores),6217,Orange ,13.5,71.1,1.2,0.2,9.6,4.5
6059052502,26.98,56-60%,5913,Orange ,24.1,51.6,1.4,0,20.1,2.7
6059052505,17.03,31-35%,4916,Orange ,13.3,45.4,2,0.1,35.7,3.6
6059052506,13.55,21-25%,2490,Orange ,8.6,62.9,1.6,0,23.6,3.3
6059052511,16.53,31-35%,5672,Orange ,6.8,62.9,1,0.1,24.7,4.5
6059052513,14.13,21-25%,5675,Orange ,11.4,56.8,1.2,0.2,26.5,3.9
6059052514,16.36,26-30%,5327,Orange ,8.8,53.6,1.6,0.1,29.1,6.7
6059052515,14.47,21-25%,8833,Orange ,8.8,33.1,1.1,0.1,52.6,4.3
6059052517,18.03,31-35%,10096,Orange ,8,41.5,1.5,0.1,44.2,4.8
6059052518,13.82,21-25%,2688,Orange ,9.9,60.6,2.7,0.2,21.1,5.5
6059052519,14.55,21-25%,4212,Orange ,11.4,51.3,1.6,0.2,29.4,6.1
6059052520,11.50,16-20%,3460,Orange ,8.2,60.5,1.5,0.1,25.4,4.5
6059052521,19.01,36-40%,5391,Orange ,13.6,37.5,3.7,0.1,37.8,7.2
6059052522,9.60,11-15%,4123,Orange ,8.2,38.2,2,0.1,46.7,4.8
6059052523,13.64,21-25%,4175,Orange ,9,43,1.2,0,41.6,5.2
6059052524,15.87,26-30%,7952,Orange ,21.1,45.2,2.4,0.1,26.7,4.5
6059052525,20.38,41-45%,15473,Orange ,8.9,39.7,1.8,0.1,44.5,5.1
6059052526,10.32,11-15%,4355,Orange ,13.5,42.8,1.7,0.2,37.9,4.1
6059052527,18.65,36-40%,8391,Orange ,9.6,39,2,0.1,44.2,5.2
6059052528,9.40,6-10%,3469,Orange ,8.8,46.2,1.7,0.1,39.1,4.2
6059062604,13.63,21-25%,15174,Orange ,6.1,57.7,0.7,0.1,31.4,4
6059062605,5.91,1-5% (lowest scores),3094,Orange ,9.2,85.2,0.5,0.3,2.1,2.6
